cve_id,cve_id_year,published,last_modified,time_to_first_enrichment_days,nvd_vuln_status,cna_shortName,cvss3_1_cna,cvss3_1_nvd,cvss3_1_adp,cvss4_0_cna,cvss4_0_nvd,cvss4_0_adp,cvss_scores_all_agree,cwe_cna,cwe_nvd,cwe_adp,has_cpe_applicability,has_packageURL,ssvc_exploitation,ssvc_automatable,ssvc_tech_impact,kev_listed,n_references,n_ref_tag_patch,n_ref_tag_exploit,n_ref_tag_vendor_advisory,n_ref_tag_third_party_advisory,cvelistv5_first_commit_at,cvelistv5_last_commit_at,cvelistv5_n_commits,vulnrichment_first_commit_at,vulnrichment_last_commit_at,vulnrichment_n_commits,nvd_fkie_first_observed_at,nvd_fkie_last_modified_at,nvd_fkie_n_modifications
CVE-2016-0011,2016,2016-01-13T05:59:09.387,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-79,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0012,2016,2016-01-13T05:59:10.607,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0013,2016,2017-05-11T14:29:55.813,2023-11-07T02:29:00.563,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0014,2016,2016-01-13T05:59:11.887,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-426,,true,false,,,,false,4,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0015,2016,2016-01-13T05:59:12.997,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,2,2,6,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0016,2016,2016-01-13T05:59:13.873,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-426,,true,false,,,,false,8,2,4,2,6,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0017,2016,2017-05-11T14:29:55.827,2023-11-07T02:29:00.803,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0018,2016,2016-01-13T05:59:14.763,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-426,,true,false,,,,false,4,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0019,2016,2016-01-13T05:59:15.640,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-254,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0020,2016,2016-01-13T05:59:16.593,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0021,2016,2016-03-09T11:59:00.120,2025-04-12T10:46:40.837,3320,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0022,2016,2016-02-10T11:59:00.157,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0023,2016,2017-05-11T14:29:55.860,2023-11-07T02:29:01.097,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0024,2016,2016-01-13T05:59:17.810,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0025,2016,2016-06-16T01:59:01.680,2025-04-12T10:46:40.837,3222,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0026,2016,2016-11-10T06:59:00.197,2025-04-12T10:46:40.837,3075,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0027,2016,2017-05-11T14:29:55.873,2023-11-07T02:29:01.333,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0028,2016,2016-06-16T01:59:03.167,2025-04-12T10:46:40.837,3222,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,4,0,0,0,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0029,2016,2016-01-13T05:59:18.717,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,,true,,CWE-79,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0030,2016,2016-01-13T05:59:19.607,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,,true,,CWE-79,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0031,2016,2016-01-13T05:59:20.513,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,,true,,CWE-79,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0032,2016,2016-01-13T05:59:21.420,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,,true,,CWE-79,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0033,2016,2016-02-10T11:59:01.297,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-94,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0034,2016,2016-01-13T05:59:22.657,2025-10-22T00:15:46.343,3569,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,,true,,,,true,false,active,no,total,true,5,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,9,2025-02-10T19:14:19Z,2026-02-20T09:14:59Z,3,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2016-0035,2016,2016-01-13T05:59:23.593,2025-04-12T10:46:40.837,3377,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0036,2016,2016-02-10T11:59:02.407,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-264,,true,false,,,,false,4,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0037,2016,2016-02-10T11:59:03.453,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0038,2016,2016-02-10T11:59:04.377,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0039,2016,2016-02-10T11:59:05.360,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-79,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0040,2016,2016-02-10T11:59:06.440,2025-10-22T00:15:46.597,3541,Deferred,microsoft,,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,,true,,,,true,false,active,no,total,true,7,2,2,2,4,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,9,2025-02-10T17:14:17Z,2026-02-20T16:15:02Z,3,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2016-0041,2016,2016-02-10T11:59:07.423,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,12,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0042,2016,2016-02-10T11:59:08.690,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0043,2016,2017-05-11T14:29:55.907,2023-11-07T02:29:01.650,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0044,2016,2016-02-10T11:59:09.657,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,4,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0045,2016,2017-05-11T14:29:55.920,2023-11-07T02:29:01.870,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0046,2016,2016-02-10T11:59:10.610,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0047,2016,2016-02-10T11:59:11.517,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0048,2016,2016-02-10T11:59:12.470,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-264,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0049,2016,2016-02-10T11:59:13.580,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-255,,true,false,,,,false,10,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0050,2016,2016-02-10T11:59:14.567,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0051,2016,2016-02-10T11:59:15.567,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-264,,true,false,,,,false,10,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0052,2016,2016-02-10T11:59:16.487,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0053,2016,2016-02-10T11:59:17.377,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0054,2016,2016-02-10T11:59:18.643,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0055,2016,2016-02-10T11:59:19.753,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0056,2016,2016-02-10T11:59:20.753,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0057,2016,2016-03-09T11:59:01.057,2025-04-12T10:46:40.837,3320,Deferred,microsoft,,,,,,,true,,CWE-264,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0058,2016,2016-02-10T11:59:21.817,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0059,2016,2016-02-10T11:59:22.847,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0060,2016,2016-02-10T11:59:23.927,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,12,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0061,2016,2016-02-10T11:59:24.910,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,10,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0062,2016,2016-02-10T11:59:25.893,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,10,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0063,2016,2016-02-10T11:59:26.863,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,10,0,4,0,8,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0064,2016,2016-02-10T11:59:27.817,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0065,2016,2017-05-11T14:29:55.953,2023-11-07T02:29:02.223,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0066,2016,2017-05-11T14:29:55.967,2023-11-07T02:29:02.450,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0067,2016,2016-02-10T11:59:29.177,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0068,2016,2016-02-18T22:59:05.120,2025-04-12T10:46:40.837,3340,Deferred,microsoft,,,,,,,true,,CWE-264,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0069,2016,2016-02-18T22:59:06.010,2025-04-12T10:46:40.837,3340,Deferred,microsoft,,,,,,,true,,CWE-264,,true,false,,,,false,10,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0070,2016,2016-10-14T02:59:00.200,2025-04-12T10:46:40.837,3102,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0071,2016,2016-02-10T11:59:30.190,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,4,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0072,2016,2016-02-10T11:59:31.190,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0073,2016,2016-10-14T02:59:01.607,2025-04-12T10:46:40.837,3102,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0074,2016,2017-05-11T14:29:56.000,2023-11-07T02:29:02.730,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0075,2016,2016-10-14T02:59:02.593,2025-04-12T10:46:40.837,3102,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0076,2016,2017-05-11T14:29:56.030,2023-11-07T02:29:02.960,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0077,2016,2016-02-10T11:59:32.317,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-19,,true,false,,,,false,8,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0078,2016,2017-05-11T14:29:56.047,2023-11-07T02:29:03.183,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0079,2016,2016-10-14T02:59:03.750,2025-04-12T10:46:40.837,3102,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0080,2016,2016-02-10T11:59:33.397,2025-04-12T10:46:40.837,3348,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2016-0081,2016,2017-05-11T14:29:56.063,2023-11-07T02:29:03.483,2370,Rejected,microsoft,,,,,,,true,,,,false,false,,,,false,0,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T14:51:42Z,2,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
