cve_id,cve_id_year,published,last_modified,time_to_first_enrichment_days,nvd_vuln_status,cna_shortName,cvss3_1_cna,cvss3_1_nvd,cvss3_1_adp,cvss4_0_cna,cvss4_0_nvd,cvss4_0_adp,cvss_scores_all_agree,cwe_cna,cwe_nvd,cwe_adp,has_cpe_applicability,has_packageURL,ssvc_exploitation,ssvc_automatable,ssvc_tech_impact,kev_listed,n_references,n_ref_tag_patch,n_ref_tag_exploit,n_ref_tag_vendor_advisory,n_ref_tag_third_party_advisory,cvelistv5_first_commit_at,cvelistv5_last_commit_at,cvelistv5_n_commits,vulnrichment_first_commit_at,vulnrichment_last_commit_at,vulnrichment_n_commits,nvd_fkie_first_observed_at,nvd_fkie_last_modified_at,nvd_fkie_n_modifications
CVE-2017-0001,2017,2017-03-17T00:59:00.167,2025-10-22T00:15:57.413,3140,Deferred,microsoft,,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,true,,,,true,false,active,no,total,true,7,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,9,2025-02-10T16:14:17Z,2026-02-20T08:14:59Z,2,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2017-0002,2017,2017-01-10T21:59:00.133,2025-04-20T01:37:25.860,3021,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0003,2017,2017-01-10T21:59:00.167,2025-04-20T01:37:25.860,3021,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,10,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0004,2017,2017-01-10T21:59:00.197,2025-04-20T01:37:25.860,3021,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,0,0,0,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0005,2017,2017-03-17T00:59:00.197,2025-10-22T00:15:57.567,3140,Deferred,microsoft,,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,true,,,,true,false,active,no,total,true,9,4,2,4,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,9,2025-02-10T16:14:17Z,2026-02-20T07:14:59Z,3,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2017-0006,2017,2017-03-17T00:59:00.227,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0007,2017,2017-03-17T00:59:00.257,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0008,2017,2017-03-17T00:59:00.290,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0009,2017,2017-03-17T00:59:00.320,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0010,2017,2017-03-17T00:59:00.353,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0011,2017,2017-03-17T00:59:00.383,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0012,2017,2017-03-17T00:59:00.417,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0014,2017,2017-03-17T00:59:00.447,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0015,2017,2017-03-17T00:59:00.477,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0016,2017,2017-03-17T00:59:00.507,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-476,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0017,2017,2017-03-17T00:59:00.523,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-79,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0018,2017,2017-03-17T00:59:00.557,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0019,2017,2017-03-17T00:59:00.587,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0020,2017,2017-03-17T00:59:00.617,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0021,2017,2017-03-17T00:59:00.650,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0022,2017,2017-03-17T00:59:00.680,2025-10-22T00:15:57.727,3140,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,,,true,,CWE-119,CWE-119,true,false,active,no,partial,true,9,2,2,2,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,9,2025-02-10T16:14:17Z,2026-02-20T06:14:50Z,3,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2017-0023,2017,2017-03-17T00:59:00.713,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0024,2017,2017-03-17T00:59:00.743,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0025,2017,2017-03-17T00:59:00.773,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0026,2017,2017-03-17T00:59:00.820,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0027,2017,2017-03-17T00:59:00.837,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0028,2017,2017-07-17T13:18:08.547,2025-04-20T01:37:25.860,2833,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,2,2,0,0,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,4,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0029,2017,2017-03-17T00:59:00.867,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0030,2017,2017-03-17T00:59:00.900,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0031,2017,2017-03-17T00:59:00.930,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0032,2017,2017-03-17T00:59:00.963,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0033,2017,2017-03-17T00:59:01.007,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0034,2017,2017-03-17T00:59:01.040,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0035,2017,2017-03-17T00:59:01.070,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0037,2017,2017-02-26T23:59:00.150,2025-10-22T00:15:57.890,3159,Deferred,microsoft,,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,true,,CWE-843,CWE-843,true,false,active,no,total,true,19,2,10,2,16,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,9,2025-02-10T17:14:17Z,2026-02-20T10:14:57Z,2,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2017-0038,2017,2017-02-20T16:59:00.143,2025-04-20T01:37:25.860,2980,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,14,4,0,0,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0039,2017,2017-03-17T00:59:01.103,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0040,2017,2017-03-17T00:59:01.133,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0042,2017,2017-03-17T00:59:01.167,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,10,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0043,2017,2017-03-17T00:59:01.197,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0045,2017,2017-03-17T00:59:01.227,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-352,,true,false,,,,false,10,2,2,2,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0047,2017,2017-03-17T00:59:01.243,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0049,2017,2017-03-17T00:59:01.273,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0050,2017,2017-03-17T00:59:01.307,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0051,2017,2017-03-17T00:59:01.337,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0052,2017,2017-03-17T00:59:01.367,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0053,2017,2017-03-17T00:59:01.400,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0055,2017,2017-03-17T00:59:01.430,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-79,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0056,2017,2017-03-17T00:59:01.463,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0057,2017,2017-03-17T00:59:01.493,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0058,2017,2017-04-12T14:59:00.170,2025-04-20T01:37:25.860,2929,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0059,2017,2017-03-17T00:59:01.523,2025-10-22T00:15:58.060,3140,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,,,true,,,,true,false,active,no,partial,true,13,2,6,2,10,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,10,2025-02-10T16:14:17Z,2026-02-20T07:14:59Z,3,2026-01-19T00:59:06Z,2026-04-22T14:03:02Z,3
CVE-2017-0060,2017,2017-03-17T00:59:01.557,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,6,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0061,2017,2017-03-17T00:59:01.570,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0062,2017,2017-03-17T00:59:01.603,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0063,2017,2017-03-17T00:59:01.633,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0064,2017,2017-05-12T14:29:00.753,2025-04-20T01:37:25.860,2899,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0065,2017,2017-03-17T00:59:01.680,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0066,2017,2017-03-17T00:59:01.697,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0067,2017,2017-03-17T00:59:01.727,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0068,2017,2017-03-17T00:59:01.757,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0069,2017,2017-03-17T00:59:01.790,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0070,2017,2017-03-17T00:59:01.820,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-416,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0071,2017,2017-03-17T00:59:01.867,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0072,2017,2017-03-17T00:59:01.883,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0073,2017,2017-03-17T00:59:01.917,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,,,,true,,CWE-200,,true,false,,,,false,6,2,0,2,4,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0074,2017,2017-03-17T00:59:01.947,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0075,2017,2017-03-17T00:59:01.977,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0076,2017,2017-03-17T00:59:02.023,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-20,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0077,2017,2017-05-12T14:29:01.037,2025-04-20T01:37:25.860,2899,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0078,2017,2017-03-17T00:59:02.057,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0079,2017,2017-03-17T00:59:02.087,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0080,2017,2017-03-17T00:59:02.103,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0081,2017,2017-03-17T00:59:02.133,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0082,2017,2017-03-17T00:59:02.167,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,,,true,false,,,,false,6,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0083,2017,2017-03-17T00:59:02.197,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0084,2017,2017-03-17T00:59:02.227,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,2,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0085,2017,2017-03-17T00:59:02.257,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-200,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0086,2017,2017-03-17T00:59:02.307,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0087,2017,2017-03-17T00:59:02.337,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0088,2017,2017-03-17T00:59:02.353,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
CVE-2017-0089,2017,2017-03-17T00:59:02.383,2025-04-20T01:37:25.860,2956,Deferred,microsoft,,,,,,,true,,CWE-119,,true,false,,,,false,8,2,0,2,0,2023-03-28T09:12:34Z,2026-02-19T17:26:36Z,3,,,,2026-01-19T00:59:06Z,2026-01-19T00:59:06Z,1
